Name of TPS,Installed Capacity (MW),CIL,SSCL,Captive,E-Auction,Import,Others,Total,Total Consumption,Closing Stocks,Month,Year,SCCL
BINA TPS,500.0,118.24000000000001,0,0,19.54,0.0,0.0,137.78,179.56,134.75,9,2024,
BINJKOTE TPP,600.0,19.714,0,0,87.255,0.0,0.0,106.969,116.08,65.62,9,2024,
CHAKABURA TPP,30.0,10.878,0,0,0.0,0.0,47.92,58.798,50.037,65.49,9,2024,
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,683.9519999999999,128.561,0,0.0,0.0,0.0,812.5129999999999,904.58,443.88,9,2024,
DAHANU TPS,500.0,206.921,0,0,0.0,19.889,0.0,226.81,204.265,39.489999999999995,9,2024,
DHARIWAL TPP,600.0,233.259,0,0,41.438,0.0,0.0,274.697,293.603,87.35,9,2024,
DSPM TPS,500.0,155.284,0,0,0.0,0.0,0.0,155.284,179.837,25.175,9,2024,
GADARWARA TPP,1600.0,177.45,36.58,106.08000000000001,0.0,0.0,34.6,354.71000000000004,347.793,366.271,9,2024,
GANDHI NAGAR TPS,630.0,134.444,0,0,0.0,0.0,0.0,134.444,192.714,112.89,9,2024,
GMR WARORA TPS,600.0,130.316,0,0,76.41,0.0,0.0,206.726,258.463,20.57,9,2024,
JSW RATNAGIRI TPP,300.0,0,0,0,0.0,100.0,0.0,100.0,74.34,62.8,9,2024,
KASAIPALLI TPP,270.0,26.1962,0,0,0.0,0.0,32.0245,58.22070000000001,66.9,216.34,9,2024,
KHAPARKHEDA TPS,1340.0,617.701,0,0,0.0,0.614,0.51,618.825,628.582,199.79000000000002,9,2024,
KHARGONE STPP,1320.0,163.01,4.07,89.02,0.0,0.0,16.21,272.30999999999995,460.23199999999997,326.801,9,2024,
KORADI TPS,2190.0,693.5600000000001,70.587,0,0.0,0.0,0.0,764.147,793.991,385.09,9,2024,
KORBA STPS,2600.0,1040.1000000000001,0,0,0.0,0.0,0.0,1040.1000000000001,1029.601,233.128,9,2024,
KORBA-WEST TPS,1340.0,539.77,0,0,0.0,0.0,0.0,539.77,521.42,129.36,9,2024,
LARA TPP,1600.0,0,0,608.75,0.0,0.0,0.0,608.75,568.631,344.321,9,2024,
MAHAN TPP,1200.0,140.121,0,0,0.0,0.0,202.273,342.394,421.497,136.52,9,2024,
MARWA TPS,1000.0,22.074,0,254.525,0.0,0.0,0.0,276.599,422.642,56.76,9,2024,
MAUDA TPS,2320.0,525.78,53.18,58.49,0.0,24.33,0.0,661.78,570.849,674.789,9,2024,
MUNDRA UMTPP,4000.0,0,0,0,0.0,709.95,0.0,709.95,21.149,1370.79,9,2024,
NASIK TPS,630.0,98.854,0,0,0.0,0.0,0.0,98.854,172.644,259.25,9,2024,
NAWAPARA TPP,600.0,161.893,0,0,0.0,0.0,0.0,161.893,235.681,137.03,9,2024,
NIGRI TPP,1320.0,0,0,211.3891,138.6434,0.0,0.0,350.0325,481.723,58.4747,9,2024,
NIWARI TPP,90.0,20.084,0,0,0.0,0.0,17.535,37.619,63.747,67.0,9,2024,
OP JINDAL TPS,1000.0,45.519999999999996,0,0,204.248,0.0,152.091,401.859,494.443,182.723,9,2024,
PARAS TPS,500.0,175.18099999999998,0,0,0.0,0.0,0.0,175.18099999999998,218.673,80.31,9,2024,
PARLI TPS,750.0,72.144,118.614,0,0.0,0.0,0.0,190.758,249.942,96.0,9,2024,
PATHADI TPP,600.0,172.67000000000002,0,0,0.0,0.0,0.0,172.67000000000002,204.77,107.22,9,2024,
RATIJA TPS,100.0,0,0,0,0.0,0.0,66.716,66.716,61.342,10.01,9,2024,
SABARMATI (D-F STATIONS),362.0,85.201,0,0,0.0,39.676,0.0,124.877,149.173,106.96000000000001,9,2024,
SALAYA TPP,1200.0,0,0,0,0.0,315.35,0.0,315.35,252.2871,131.46,9,2024,
SANJAY GANDHI TPS,1340.0,339.705,0,0,0.0,0.0,0.0,339.705,397.7619,48.8,9,2024,
SASAN UMTPP,3960.0,0,0,1318.535,0.0,0.0,0.0,1318.535,1383.371,73.73,9,2024,
SATPURA TPS,1330.0,141.5796,0,0,0.0,0.0,0.0,141.5796,166.309,170.27,9,2024,
SEIONI TPP,600.0,31.775,0,0,182.043,0.0,0.0,213.818,275.734,89.83,9,2024,
SHIRPUR TPP,300.0,12.256,0,0,0.0,0.0,79.051,91.307,110.248,50.46,9,2024,
SHREE SINGAJI TPP,2520.0,602.226,0,0,0.0,0.0,0.0,602.226,452.649,474.39,9,2024,
SIKKA REP. TPS,500.0,0,0,0,0.0,80.628,0.0,80.628,61.173,78.13,9,2024,
SIPAT STPS,2980.0,1213.13,0,4.05,0.0,0.0,0.0,1217.18,1439.557,253.415,9,2024,
SOLAPUR STPS,1320.0,150.67,97.78,39.56,0.0,51.47,0.0,339.47999999999996,506.842,237.51600000000002,9,2024,
SVPL TPP,63.0,1.785,0,0,0.0,0.0,30.781,32.565999999999995,48.608,11.06,9,2024,
TAMNAR TPP,2400.0,470.736,0,0,661.8,0.0,0.0,1132.536,1046.188,332.30400000000003,9,2024,
TROMBAY TPS,750.0,0,0,0,0.0,161.803,0.0,161.803,177.572,212.655,9,2024,
UCHPINDA TPP,1440.0,135.192,0,0,158.865,0.0,152.915,446.972,327.142,261.04,9,2024,
UKAI TPS,1110.0,285.781,0,0,0.0,0.0,0.0,285.781,285.565,305.68,9,2024,
VINDHYACHAL STPS,4760.0,1432.33,0,173.68,0.0,0.0,0.0,1606.01,1836.639,640.087,9,2024,
WANAKBORI TPS,2270.0,524.408,0,0,0.0,12.035,0.0,536.443,658.648,473.66,9,2024,
WARDHA WARORA TPP,540.0,200.11,0,0,0.0,0.0,17.52,217.63000000000002,217.043,42.06,9,2024,
ADANI POWER ,1200.0,0,0,0,0.0,282.354,0.0,282.354,51.312,335.71,9,2024,
LIMITED UDUPI TPP,1200.0,0,0,0,0.0,282.354,0.0,282.354,51.312,335.71,9,2024,
BELLARY TPS,1700.0,38.88604,81.90714,316.40165,0.0,22.61386,0.0,459.80869,385.78499999999997,534.908,9,2024,
BHADRADRI TPP,1080.0,0,238.663,0,0.0,0.0,0.0,238.663,296.896,81.003,9,2024,
DAMODARAM SANJEEVAIAH TPS,2400.0,553.14172,0,0,0.0,0.0,0.0,553.14172,562.259,61.77,9,2024,
Dr. N.TATA RAO TPS,2560.0,496.797,47.014,0,0.0,0.0,0.0,543.811,471.748,266.74,9,2024,
ITPCL TPP,1200.0,0,0,0,0.0,421.033,0.0,421.033,424.291,502.19,9,2024,
KAKATIYA TPS,1100.0,0,139.757,193.77,0.0,0.0,0.0,333.52700000000004,347.112,282.672,9,2024,
KOTHAGUDEM TPS (NEW),1000.0,0,380.612,0,0.0,0.0,0.0,380.612,312.4,290.255,9,2024,
KOTHAGUDEM TPS (STAGE-7),800.0,0,242.4,0,0.0,0.0,0.0,242.4,240.69,86.73,9,2024,
KUDGI STPP,2400.0,208.55,51.51,163.41,0.0,143.401,0.0,566.871,724.426,447.14200000000005,9,2024,
METTUR TPS,840.0,260.8873,157.8349,0,0.0,0.0,0.0,418.7222,377.5056,234.738,9,2024,
METTUR TPS - II,600.0,108.28999999999999,28.78,0,0.0,0.0,0.0,137.07,51.69,246.36,9,2024,
MUTHIARA TPP,1200.0,0,0,0,0.0,302.158,0.0,302.158,283.542,208.83,9,2024,
NORTH CHENNAI TPS,1830.0,703.713,0,0,0.0,0.0,0.0,703.713,675.619,467.709,9,2024,
NTPL TUTICORIN  TPP,1000.0,0,0,297.908,0.0,76.243,0.0,374.151,343.932,171.94,9,2024,
OPG Power Generation Private Limited,414.0,0,0,0,0.0,183.195,0.0,183.195,165.518,89.77,9,2024,
PAINAMPURAM TPP,1320.0,163.405,0,0,0.0,201.17,0.0,364.575,467.611,264.71500000000003,9,2024,
RAICHUR TPS,1720.0,190.097,129.062,0,0.0,0.0,0.0,319.159,342.418,684.55,9,2024,
RAMAGUNDEM STPS,2600.0,54.21,728.12,31.560000000000002,0.0,0.0,0.0,813.8900000000001,893.787,388.01,9,2024,
RAYALASEEMA TPS,1650.0,527.861,73.465,0,0.0,0.0,0.0,601.326,666.462,92.25,9,2024,
SGPL TPP,1320.0,296.065,0,0,0.0,164.51,0.0,460.575,519.4110000000001,344.05,9,2024,
SIMHADRI,2000.0,537.07,20.44,24.03,0.0,27.599,0.0,609.1390000000001,806.982,318.483,9,2024,
SIMHAPURI TPS,600.0,0,0,0,0.0,203.487,0.0,203.487,169.299,255.34,9,2024,
SINGARENI TPP,1200.0,0,459.259,0,0.0,0.0,0.0,459.259,443.762,128.37,9,2024,
TELANGANA STPP PH-1,1600.0,132.8,229.72,242.92999999999998,0.0,0.0,0.0,605.4499999999999,537.155,377.916,9,2024,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,51.63,0.0,51.63,51.63,0.0,9,2024,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,86.73,0.0,86.73,97.5699,0.35,9,2024,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,121.9,0.0,121.9,141.43,6.3,9,2024,
TUTICORIN TPS,1050.0,481.035,0,0,0.0,0.0,0.0,481.035,447.957,416.064,9,2024,
VALLUR TPP,1500.0,492.951,0,0,0.0,0.0,0.0,492.951,546.145,170.99,9,2024,
VIZAG TPP,1040.0,247.75935,0,0,0.0,0.0,0.0,247.75935,234.715,76.6789,9,2024,
YERMARUS TPP,1600.0,0,173.459,0,0.0,19.694,0.0,193.153,96.56200000000001,245.018,9,2024,
BAKRESWAR TPS,1050.0,0,0,391.794,0.0,0.0,0.0,391.794,426.343,128.51,9,2024,
BANDEL TPS,270.0,0,0,123.088,0.0,0.0,0.0,123.088,114.917,86.24,9,2024,
BARAUNI TPS,710.0,0,0,173.13,0.0,0.0,0.0,173.13,221.73,116.309,9,2024,
BARH  STPS,2640.0,375.93,0,483.93999999999994,0.0,0.0,0.0,859.8699999999999,1086.371,369.337,9,2024,
BOKARO TPS `A` EXP,500.0,154.803,0,12.778,0.0,0.0,0.0,167.581,178.466,88.38,9,2024,
BUDGE BUDGE TPS,750.0,64.645,0,97.052,114.681,0.0,0.0,276.378,314.871,146.21,9,2024,
CHANDRAPURA(DVC) TPS,500.0,86.25300000000001,0,71.043,0.0,0.0,0.0,157.29600000000002,226.035,80.08,9,2024,
DARLIPALI STPS,1600.0,0,0,732.85,0.0,0.0,0.0,732.85,811.214,443.513,9,2024,
DERANG TPP,1200.0,217.273,0,0,103.414,0.0,0.0,320.687,611.737,1007.93,9,2024,
DISHERGARH TPP,12.0,7.768,0,0,0.0,0.0,0.0,7.768,6.375,1.4,9,2024,
D.P.L. TPS,550.0,93.93,0,104.017,0.0,0.0,0.0,197.947,185.28,56.49,9,2024,
DURGAPUR STEEL TPS,1000.0,315.58500000000004,0,0,0.0,0.0,0.897,316.482,350.035,232.12,9,2024,
FARAKKA STPS,2100.0,535.3,0,38.41,0.0,0.0,0.0,573.7099999999999,782.203,338.78,9,2024,
HALDIA TPP,600.0,300.849,0,0,0.0,0.0,0.0,300.849,280.316,160.58,9,2024,
HIRANMAYE TPP,300.0,122.154,0,0,0.0,0.0,0.0,122.154,120.517,32.83,9,2024,
IB VALLEY TPS,1740.0,243.157,0,438.2,0.0,0.0,0.0,681.357,641.86,392.12,9,2024,
JOJOBERA TPS,240.0,56.31400000000001,0,0,0.0,0.0,11.472,67.786,99.28,124.8,9,2024,
KAHALGAON TPS,2340.0,879.25,0,23.5,0.0,0.0,0.0,902.75,987.641,481.575,9,2024,
KAMALANGA TPS,1050.0,345.095,0,0,147.108,0.0,0.0,492.20300000000003,476.511,128.33,9,2024,
KODARMA TPP,1000.0,330.69399999999996,0,52.567,0.0,0.0,0.0,383.26099999999997,384.897,176.58,9,2024,
KOLAGHAT TPS,840.0,0,0,272.655,0.0,0.0,0.0,272.655,253.801,118.67,9,2024,
MAHADEV PRASAD STPP,540.0,134.799,0,0,0.0,0.0,43.398,178.197,175.141,54.77,9,2024,
MAITHON RB TPP,1050.0,303.163,0,0,0.0,0.0,0.0,303.163,379.772,346.0,9,2024,
MEJIA TPS,2340.0,553.579,0,111.304,0.0,0.0,133.265,798.1479999999999,846.713,400.48,9,2024,
MUZAFFARPUR TPS,390.0,0,0,154.871,0.0,0.0,0.0,154.871,171.625,113.36,9,2024,
NABINAGAR STPP,1980.0,614.9,0,19.418,0.0,0.0,0.0,634.318,796.269,323.05,9,2024,
NABINAGAR TPP,1000.0,400.4537,0,0,0.0,0.0,0.0,400.4537,389.114,257.66,9,2024,
NORTH KARANPURA TPP,1320.0,420.18,0,197.28,0.0,0.0,0.0,617.46,465.601,282.02,9,2024,
RAGHUNATHPUR TPP,1200.0,356.37,0,0,0.0,0.0,34.451,390.821,406.027,126.86,9,2024,
SAGARDIGHI TPS,1600.0,0,0,581.763,0.0,0.0,0.0,581.763,639.492,257.59,9,2024,
SANTALDIH TPS,500.0,0,0,226.762,0.0,0.0,0.0,226.762,234.481,52.13,9,2024,
SOUTHERN REPL. TPS,135.0,7.587,0,0,0.0,0.0,0.0,7.587,21.091,32.94,9,2024,
TALCHER STPS,3000.0,1140.2900000000002,0,54.54,0.0,0.0,0.0,1194.8300000000002,1069.751,457.411,9,2024,
TENUGHAT TPS,420.0,114.85,0,0,0.0,0.0,0.0,114.85,80.36,118.33,9,2024,
UTKAL TPP (IND BARATH),350.0,9.64,0,0,0.0,0.0,0.0,9.64,17.08,0.77,9,2024,
VEDANTA TPP,600.0,165.914,0,0,0.0,0.0,0.0,165.914,136.978,167.47,9,2024,
BONGAIGAON TPP,750.0,79.83,0,107.13,0.0,0.073,0.0,187.033,280.63,64.371,9,2024,
ADANI POWER LIMITED KAWAI TPP,1320.0,345.78,0,0,0.0,190.967,0.0,536.747,293.978,380.97,10,2024,
ANPARA C TPS,1200.0,445.296,0,0,0.0,0.0,0.0,445.296,483.586,131.58,10,2024,
ANPARA TPS,2630.0,1196.739,0,0,0.0,0.0,0.0,1196.739,1143.298,263.33,10,2024,
BARKHERA TPS,90.0,24.122,0,0,0.0,0.0,0.0,24.122,32.023,11.16,10,2024,
CHHABRA-II TPP,1320.0,58.70463,0,318.09192,0.0,0.0,0.0,376.79655,440.396,87.0564,10,2024,
CHHABRA-I PH-1 TPP,500.0,82.2599,0,0,0.0,0.0,0.0,82.2599,234.438,59.9064,10,2024,
CHHABRA-I PH-2 TPP,500.0,405.5247,0,8.1675,0.0,0.0,0.0,413.6922,229.4051,67.3476,10,2024,
DADRI (NCTPP),1820.0,230.06,0,0,0.0,75.22,4.06,309.34,446.14,262.666,10,2024,
GH TPS (LEH.MOH.),920.0,28.581,0,233.863,0.0,0.0,0.0,262.444,254.694,246.24,10,2024,
GOINDWAL SAHIB TPP,540.0,0,0,173.092,0.0,0.0,0.0,173.092,158.598,133.29,10,2024,
HARDUAGANJ TPS,1265.0,220.974,0,0,0.0,0.0,0.0,220.974,417.341,331.42,10,2024,
INDIRA GANDHI STPP,1500.0,378.809,0,0,0.0,0.0,0.0,378.809,554.559,582.2,10,2024,
JAWAHARPUR STPP,660.0,218.18099999999998,0,0,0.0,0.0,0.0,218.18099999999998,193.08,82.86,10,2024,
KALISINDH TPS,1200.0,0,0,243.826,0.0,0.0,0.0,243.826,207.868,166.05,10,2024,
KHAMBARKHERA TPS,90.0,35.412,0,0,0.0,0.0,0.0,35.412,33.25,22.54,10,2024,
KOTA TPS,1240.0,615.55392,0,0,0.0,0.0,66.2607,681.81462,537.626,219.19,10,2024,
KUNDARKI TPS,90.0,24.173,0,0,0.0,0.0,0.0,24.173,33.98,22.384,10,2024,
LALITPUR TPS,1980.0,710.927,0,0,0.0,0.0,0.0,710.927,755.07,240.07,10,2024,
MAHATMA GANDHI TPS,1320.0,433.16720000000004,0,0,0.0,0.0,0.0,433.16720000000004,431.092,441.59,10,2024,
MAQSOODPUR TPS,90.0,24.119,0,0,0.0,0.0,0.0,24.119,32.271,15.8,10,2024,
MEJA STPP,1320.0,462.9458,0,0,0.0,0.0,0.0,462.9458,540.369,202.17,10,2024,
OBRA TPS,1660.0,451.08000000000004,0,0,0.0,0.0,0.0,451.08000000000004,542.399,192.41,10,2024,
PANIPAT TPS,710.0,343.77,0,0,0.0,0.0,0.0,343.77,274.516,267.37,10,2024,
PARICHHA TPS,920.0,371.969,0,0,0.0,0.0,0.0,371.969,320.418,151.844,10,2024,
PRAYAGRAJ TPP,1980.0,684.023,0,0,0.0,0.0,0.0,684.023,745.575,340.1,10,2024,
RAJIV GANDHI TPS,1200.0,529.9069999999999,0,0,0.0,0.0,0.0,529.9069999999999,386.655,423.36,10,2024,
RAJPURA TPP,1400.0,489.7809,0,0,0.0,0.0,0.0,489.7809,500.8332,183.44,10,2024,
RIHAND STPS,3000.0,1044.69,0,0,0.0,0.0,0.0,1044.69,1220.114,413.83,10,2024,
ROPAR TPS,840.0,240.453,0,20.408,0.0,0.0,0.0,260.861,260.146,322.12,10,2024,
ROSA TPP Ph-I,1200.0,379.356,0,0,0.0,0.0,0.0,379.356,429.434,220.22,10,2024,
SHREE CEMENT LTD TPS,300.0,0,0,0,0.0,58.73,0.0,58.73,58.73,0.0,10,2024,
SINGRAULI STPS,2000.0,928.06,0,0,0.0,0.0,0.0,928.06,900.567,226.558,10,2024,
SURATGARH STPS,1320.0,169.226,0,240.171,0.0,0.0,0.0,409.397,430.103,103.36,10,2024,
SURATGARH TPS,1500.0,449.539,0,0,0.0,0.0,11.84,461.37899999999996,330.693,195.95,10,2024,
TALWANDI SABO TPP,1980.0,731.175,0,0,0.0,0.0,0.0,731.175,589.025,229.4,10,2024,
TANDA TPS,1760.0,203.75,0,183.23,0.0,38.61,31.81,457.40000000000003,662.851,284.45,10,2024,
UNCHAHAR TPS,1550.0,390.59,0,94.59,0.0,35.464,0.0,520.644,556.607,156.21,10,2024,
UTRAULA TPS,90.0,23.77,0,0,0.0,0.0,0.0,23.77,34.139,23.03,10,2024,
YAMUNA NAGAR TPS,600.0,139.172,0,0,0.0,0.0,0.0,139.172,240.207,116.66,10,2024,
ADANI POWER LIMITED MUNDRA TPP - III,1980.0,0,0,0,0.0,585.785,0.0,585.785,590.383,96.759,10,2024,
ADANI POWER LIMITED MUNDRA TPP - I & II,2640.0,0,0,0,0.0,826.063,0.0,826.063,847.584,146.795,10,2024,
ADANI POWER LIMITED RAIGARH TPP,600.0,187.775,0,0,39.733,0.0,0.233,227.741,232.899,133.58,10,2024,
ADANI POWER LIMITED RAIPUR TPP,1370.0,492.546,0,0,0.0,3.982,68.309,564.837,550.184,48.56,10,2024,
ADANI POWER LIMITED TIRODA TPP,3300.0,1250.7109999999998,0,0,0.0,0.0,0.0,1250.7109999999998,1111.384,177.88,10,2024,
AKALTARA TPS,1800.0,528.601,0,0,2.9474,0.0,0.0,531.5484,599.446,164.82,10,2024,
AMARKANTAK EXT TPS,210.0,55.855,0,0,0.0,0.0,0.0,55.855,94.825,55.72,10,2024,
AMRAVATI TPS,1350.0,463.45,0,0,0.0,0.0,0.0,463.45,436.219,225.66,10,2024,
ANUPPUR TPP,1250.0,333.13,0,0,127.49,0.0,0.0,460.62,536.07,80.77,10,2024,
BALCO TPS,600.0,142.184,0,0,72.529,0.0,0.0,214.713,209.791,5.38,10,2024,
BANDAKHAR TPP,300.0,94.812,0,0,51.19,0.0,0.0,146.002,87.5501,166.02,10,2024,
BARADARHA TPS,1200.0,631.0260000000001,0,0,0.0,0.0,0.0,631.0260000000001,553.001,177.01,10,2024,
BELA TPS,270.0,120.048,0,0,21.989,0.0,0.0,142.037,125.21,83.43,10,2024,
BHILAI TPS,500.0,222.122,0,0,0.0,0.0,0.0,222.122,235.85600000000002,142.7,10,2024,
BHUSAWAL TPS,1210.0,452.313,16.141,0,0.0,0.0,0.0,468.454,492.953,445.788,10,2024,
BINA TPS,500.0,134.15,0,0,31.86,0.0,0.0,166.01,192.65,108.11,10,2024,
BINJKOTE TPP,600.0,25.061,0,0,178.828,0.0,21.303,225.192,221.129,60.04,10,2024,
CHAKABURA TPP,30.0,36.5556,0,0,0.0,0.0,9.3698,45.925399999999996,48.502,62.92,10,2024,
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,848.625,183.06,0,0.0,0.0,0.0,1031.685,1097.48,378.08,10,2024,
DAHANU TPS,500.0,192.306,0,0,0.0,3.97,0.0,196.276,204.167,31.6,10,2024,
DHARIWAL TPP,600.0,234.24,0,0,52.103,0.0,0.0,286.343,286.901,86.79,10,2024,
DSPM TPS,500.0,299.607,0,0,0.0,0.0,0.0,299.607,197.654,126.671,10,2024,
GADARWARA TPP,1600.0,152.29,45.31,186.95,0.0,0.0,36.17,420.71999999999997,453.942,333.17,10,2024,
GANDHI NAGAR TPS,630.0,220.79262,0,0,0.0,0.0,0.0,220.79262,202.264,131.42,10,2024,
GMR WARORA TPS,600.0,180.708,0,0,84.85199999999999,0.0,0.0,265.56,275.025,11.11,10,2024,
JSW RATNAGIRI TPP,300.0,0,0,0,0.0,50.0,0.0,50.0,73.84,38.96,10,2024,
KASAIPALLI TPP,270.0,47.8352,0,0,0.0,0.0,11.4795,59.3147,162.99,112.6686,10,2024,
KHAPARKHEDA TPS,1340.0,605.03,0,0,0.0,0.067,0.388,605.485,655.285,149.99,10,2024,
KHARGONE STPP,1320.0,137.64,12.27,158.3,0.0,0.0,7.82,316.03000000000003,481.657,158.764,10,2024,
KORADI TPS,2190.0,699.272,56.892,0,0.0,0.0,0.0,756.1640000000001,906.473,234.772,10,2024,
KORBA STPS,2600.0,1243.05,0,0,0.0,0.0,0.0,1243.05,1152.016,335.105,10,2024,
KORBA-WEST TPS,1340.0,566.432,0,0,0.0,0.0,0.0,566.432,541.29,154.5,10,2024,
LARA TPP,1600.0,630.1,0,0,0.0,0.0,0.0,630.1,389.233,586.04,10,2024,
MAHAN TPP,1200.0,220.54500000000002,0,0,0.0,0.0,267.878,488.423,467.556,157.39,10,2024,
MARWA TPS,1000.0,40.713,0,371.936,0.0,0.0,0.0,412.649,388.919,80.49,10,2024,
MAUDA TPS,2320.0,482.03999999999996,73.72,82.82,0.0,0.12,0.0,638.7,760.932,551.88,10,2024,
MUNDRA UMTPP,4000.0,0,0,0,0.0,552.815,0.0,552.815,871.937,1051.671,10,2024,
NASIK TPS,630.0,168.168,0,0,0.0,0.0,0.0,168.168,218.96300000000002,205.228,10,2024,
NAWAPARA TPP,600.0,238.56199999999998,0,0,25.35,0.0,0.0,263.912,265.284,135.66,10,2024,
NIGRI TPP,1320.0,0,0,336.415,211.457,0.0,0.0,547.8720000000001,471.602,130.3617,10,2024,
NIWARI TPP,90.0,31.858,0,0,0.0,0.0,14.96,46.818,48.56,65.26,10,2024,
OP JINDAL TPS,1000.0,41.635999999999996,0,650.646,113.321,0.0,80.395,885.9979999999999,519.258,549.46,10,2024,
PARAS TPS,500.0,177.399,0,0,0.0,0.0,0.0,177.399,218.215,39.49,10,2024,
PARLI TPS,750.0,103.78,205.415,0,0.0,0.0,0.0,309.195,269.442,135.75,10,2024,
PATHADI TPP,600.0,292.02,0,0,0.0,0.0,0.0,292.02,303.1,96.14,10,2024,
RATIJA TPS,100.0,0,0,0,0.0,0.0,87.34,87.34,79.31,18.04,10,2024,
SABARMATI (D-F STATIONS),362.0,96.066,0,0,0.0,15.942,0.0,112.00800000000001,159.822,59.15,10,2024,
SALAYA TPP,1200.0,0,0,0,0.0,241.365,0.0,241.365,232.229,140.267,10,2024,
SANJAY GANDHI TPS,1340.0,519.09,0,0,0.0,0.0,0.0,519.09,391.518,171.612,10,2024,
SASAN UMTPP,3960.0,0,0,1581.974,0.0,0.0,0.0,1581.974,1609.728,55.071,10,2024,
SATPURA TPS,1330.0,155.7903,0,0,0.0,0.0,0.0,155.7903,224.675,101.39,10,2024,
SEIONI TPP,600.0,63.757,0,0,147.03,0.0,0.0,210.787,250.758,49.86,10,2024,
SHIRPUR TPP,300.0,3.781,0,0,0.0,0.0,78.206,81.98700000000001,108.441,24.009999999999998,10,2024,
SHREE SINGAJI TPP,2520.0,712.992,0,0,0.0,0.0,0.0,712.992,673.647,513.39,10,2024,
SIKKA REP. TPS,500.0,0,0,0,0.0,24.047,0.0,24.047,8.693,93.48,10,2024,
SIPAT STPS,2980.0,1430.85,0,8.2,0.0,0.0,0.0,1439.05,1491.171,207.53,10,2024,
SOLAPUR STPS,1320.0,178.99,88.97,54.9,0.0,11.43,0.0,334.29,459.4,207.37,10,2024,
SVPL TPP,63.0,14.4468,0,0,0.0,0.0,64.0018,78.4486,55.051,34.46,10,2024,
TAMNAR TPP,2400.0,690.419,0,280.1,0.0,0.0,0.0,970.519,1129.603,173.22299999999998,10,2024,
TROMBAY TPS,750.0,0,0,0,0.0,112.805,0.0,112.805,80.977,244.48,10,2024,
UCHPINDA TPP,1440.0,280.392,0,0,165.46,0.0,69.999,515.851,350.895,426.0,10,2024,
UKAI TPS,1110.0,341.774,0,0,0.0,0.0,0.0,341.774,343.67,303.78,10,2024,
VINDHYACHAL STPS,4760.0,2100.95,0,57.96,0.0,0.0,0.0,2158.91,2070.24,729.57,10,2024,
WANAKBORI TPS,2270.0,601.4449999999999,0,0,0.0,0.0,0.0,601.4449999999999,648.868,426.23,10,2024,
WARDHA WARORA TPP,540.0,185.3,0,0,0.0,0.0,15.53,200.83,187.46,55.43,10,2024,
ADANI POWER ,1200.0,0,0,0,0.0,146.722,0.0,146.722,25.738,456.69,10,2024,
LIMITED UDUPI TPP,1200.0,0,0,0,0.0,146.722,0.0,146.722,25.738,456.69,10,2024,
BELLARY TPS,1700.0,7.97506,105.14005,327.48077,0.0,0.0,0.0,440.59588,643.807,328.1721,10,2024,
BHADRADRI TPP,1080.0,0,459.613,0,0.0,0.0,0.0,459.613,312.703,227.913,10,2024,
DAMODARAM SANJEEVAIAH TPS,2400.0,710.82167,0,0,0.0,0.0,0.0,710.82167,647.189,118.97,10,2024,
Dr. N.TATA RAO TPS,2560.0,814.488,152.391,0,0.0,0.0,0.0,966.879,990.162,240.119,10,2024,
ITPCL TPP,1200.0,0,0,0,0.0,408.1513,0.0,408.1513,437.8529,472.49,10,2024,
KAKATIYA TPS,1100.0,0,171.171,207.843,0.0,0.0,0.0,379.014,349.908,311.778,10,2024,
KOTHAGUDEM TPS (NEW),1000.0,0,381.596,0,0.0,0.0,0.0,381.596,410.82,261.031,10,2024,
KOTHAGUDEM TPS (STAGE-7),800.0,0,266.592,0,0.0,0.0,0.0,266.592,244.999,103.346,10,2024,
KUDGI STPP,2400.0,289.81,149.4,203.97,0.0,75.694,0.0,718.874,803.829,360.858,10,2024,
METTUR TPS,840.0,286.3159,41.3728,0,0.0,0.0,0.0,327.6887,404.8866,157.447,10,2024,
METTUR TPS - II,600.0,196.84,15.48,0,0.0,0.0,0.0,212.32,232.56,226.28,10,2024,
MUTHIARA TPP,1200.0,0,0,0,0.0,229.069,0.0,229.069,192.985,244.91,10,2024,
NORTH CHENNAI TPS,1830.0,832.243,0,0,0.0,0.0,0.0,832.243,630.654,663.498,10,2024,
NTPL TUTICORIN  TPP,1000.0,0,0,298.936,0.0,75.827,0.0,374.763,389.338,167.5,10,2024,
OPG Power Generation Private Limited,414.0,0,0,0,0.0,170.0024,0.0,170.0024,152.65,107.12,10,2024,
PAINAMPURAM TPP,1320.0,250.382,0,0,0.0,263.922,0.0,514.3040000000001,418.913,360.09999999999997,10,2024,
RAICHUR TPS,1720.0,131.581,140.622,0,0.0,0.0,0.0,272.203,525.721,427.1,10,2024,
RAMAGUNDEM STPS,2600.0,90.9,865.76,20.380000000000003,0.0,0.0,0.0,977.04,895.792,462.66,10,2024,
RAYALASEEMA TPS,1650.0,475.94499999999994,110.17,0,0.0,0.0,0.0,586.1149999999999,625.943,41.219,10,2024,
