Name of TPS,Installed Capacity (MW),CIL,SSCL,Captive,E-Auction,Import,Others,Total,Total Consumption,Closing Stocks,Month,Year,SCCL
SGPL TPP,1320.0,249.74,0,0,0.0,338.243,0.0,587.983,476.80499999999995,455.22999999999996,10,2024,
SIMHADRI,2000.0,636.76,104.69,30.25,0.0,0.0,0.0,771.7,823.251,255.08,10,2024,
SIMHAPURI TPS,600.0,0,0,0,0.0,175.028,0.0,175.028,135.744,294.62,10,2024,
SINGARENI TPP,1200.0,0,502.775,0,0.0,0.0,0.0,502.775,476.576,154.57,10,2024,
TELANGANA STPP PH-1,1600.0,97.68,282.63,121.37,0.0,0.0,0.0,501.68,585.783,293.916,10,2024,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,46.9,0.0,46.9,46.9,0.0,10,2024,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,127.08,0.0,127.08,110.79,16.64,10,2024,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,148.02,0.0,148.02,141.5,12.82,10,2024,
TUTICORIN TPS,1050.0,547.345,0,0,0.0,0.0,0.0,547.345,522.726,436.79,10,2024,
VALLUR TPP,1500.0,567.395,0,0,0.0,0.0,0.0,567.395,605.323,133.06,10,2024,
VIZAG TPP,1040.0,385.77542,0,0,0.0,0.0,0.0,385.77542,382.739,79.52799999999999,10,2024,
YERMARUS TPP,1600.0,0,262.314,0,0.0,0.0,0.0,262.314,114.13600000000001,391.95799999999997,10,2024,
BAKRESWAR TPS,1050.0,0,0,436.619,0.0,0.0,0.0,436.619,500.097,70.032,10,2024,
BANDEL TPS,270.0,0,0,63.587,0.0,0.0,0.0,63.587,129.356,20.47,10,2024,
BARAUNI TPS,710.0,0,0,137.07,0.0,0.0,7.12,144.19,210.582,47.878,10,2024,
BARH  STPS,2640.0,408.06,0,750.3,0.0,0.0,23.77,1182.1299999999999,1206.921,334.832,10,2024,
BOKARO TPS `A` EXP,500.0,172.618,0,0,0.0,0.0,0.0,172.618,144.161,116.84,10,2024,
BUDGE BUDGE TPS,750.0,95.848,0,87.954,60.962,0.0,0.0,244.764,285.074,105.9,10,2024,
CHANDRAPURA(DVC) TPS,500.0,118.678,0,138.011,0.0,0.0,0.0,256.68899999999996,227.262,109.51,10,2024,
DARLIPALI STPS,1600.0,0,0,768.73,0.0,0.0,0.0,768.73,794.223,411.44,10,2024,
DERANG TPP,1200.0,357.162,0,0,143.591,0.0,0.0,500.753,627.442,881.24,10,2024,
DISHERGARH TPP,12.0,8.187,0,0,0.0,0.0,0.0,8.187,4.832,4.75,10,2024,
D.P.L. TPS,550.0,102,0,113,0.0,0.0,0.0,215.0,233.0,38.49,10,2024,
DURGAPUR STEEL TPS,1000.0,329.769,0,3.814,0.0,0.0,0.0,333.583,422.668,143.03,10,2024,
FARAKKA STPS,2100.0,580.1899999999999,24.4,66.07,0.0,0.0,0.0,670.6599999999999,903.313,102.76,10,2024,
HALDIA TPP,600.0,287.563,0,0,0.0,0.0,0.0,287.563,269.779,178.36,10,2024,
HIRANMAYE TPP,300.0,116.357,0,0,0.0,0.0,0.0,116.357,139.732,9.46,10,2024,
IB VALLEY TPS,1740.0,213.785,0,585.008,0.0,0.0,0.0,798.793,832.887,358.03,10,2024,
JOJOBERA TPS,240.0,59.731,0,0,0.0,0.0,34.977,94.708,108.25,111.26,10,2024,
KAHALGAON TPS,2340.0,980.49,0,43.61,0.0,0.0,0.0,1024.1,1235.358,269.48,10,2024,
KAMALANGA TPS,1050.0,318.10139999999996,0,0,172.86952,0.0,0.0,490.97092,378.967,240.33,10,2024,
KODARMA TPP,1000.0,356.228,0,93.374,0.0,0.0,0.0,449.602,434.034,192.15,10,2024,
KOLAGHAT TPS,840.0,0,0,309.745,0.0,0.0,0.0,309.745,399.66,28.46,10,2024,
MAHADEV PRASAD STPP,540.0,158.42700000000002,0,0,0.0,0.0,92.655,251.08200000000002,252.832,53.02,10,2024,
MAITHON RB TPP,1050.0,313.66729999999995,0,0,0.0,0.0,0.0,313.66729999999995,392.841,264.77,10,2024,
MEJIA TPS,2340.0,568.926,0,157.628,0.0,0.0,130.281,856.835,850.932,406.38,10,2024,
MUZAFFARPUR TPS,390.0,0,0,162.464,0.0,0.0,0.0,162.464,170.844,104.98,10,2024,
NABINAGAR STPP,1980.0,649.26,0,96.003,0.0,0.0,0.0,745.263,896.064,162.17,10,2024,
NABINAGAR TPP,1000.0,376.93420000000003,0,0,0.0,0.0,0.0,376.93420000000003,382.443,234.16,10,2024,
NORTH KARANPURA TPP,1320.0,463.87,0,240.51999999999998,0.0,0.0,0.0,704.39,585.35,421.056,10,2024,
RAGHUNATHPUR TPP,1200.0,488.33700000000005,0,0,0.0,0.0,0.0,488.33700000000005,436.801,178.4,10,2024,
SAGARDIGHI TPS,1600.0,0,0,639.541,0.0,0.0,0.0,639.541,791.98,105.65,10,2024,
SANTALDIH TPS,500.0,0,0,261.408,0.0,0.0,0.0,261.408,256.438,57.1,10,2024,
SOUTHERN REPL. TPS,135.0,51.683,0,0,0.0,0.0,0.0,51.683,42.327,42.3,10,2024,
TALCHER STPS,3000.0,1227.74,0,102.98,0.0,0.0,0.0,1330.72,1432.279,340.28,10,2024,
TENUGHAT TPS,420.0,129.78,0,0,0.0,0.0,0.0,129.78,141.33,102.94,10,2024,
UTKAL TPP (IND BARATH),350.0,18.14,0,0,0.0,0.0,0.0,18.14,19.49,0.0,10,2024,
VEDANTA TPP,600.0,106.9,0,0,0.0,0.0,0.0,106.9,83.49,190.88,10,2024,
BONGAIGAON TPP,750.0,158.73,0,172.33,0.0,0.0,0.0,331.06,283.828,111.578,10,2024,
ADANI POWER LIMITED KAWAI TPP,1320.0,344.148,0,0,0.0,39.632,0.0,383.78000000000003,440.447,324.31,11,2024,
ANPARA C TPS,1200.0,503.719,0,0,0.0,0.0,0.0,503.719,448.45,186.851,11,2024,
ANPARA TPS,2630.0,1146.804,0,0,0.0,0.0,0.0,1146.804,775.054,635.08,11,2024,
BARKHERA TPS,90.0,36.17,0,0,0.0,0.0,0.0,36.17,16.429,30.61,11,2024,
CHHABRA-II TPP,1320.0,117.973,0,357.516,0.0,0.0,0.0,475.48900000000003,435.982,126.56,11,2024,
CHHABRA-I PH-1 TPP,500.0,31.243499999999997,0,0,0.0,0.0,0.0,31.243499999999997,219.956,93.4179,11,2024,
CHHABRA-I PH-2 TPP,500.0,402.73220000000003,0,0,0.0,0.0,0.0,402.73220000000003,160.3227,87.5331,11,2024,
DADRI (NCTPP),1820.0,338.25,4.08,23.3,0.0,0.0,0.0,365.63,418.24600000000004,189.82600000000002,11,2024,
GH TPS (LEH.MOH.),920.0,92.074,0,210.787,0.0,0.0,0.0,302.861,158.464,385.24,11,2024,
GOINDWAL SAHIB TPP,540.0,0,0,220.89251,0.0,0.0,0.0,220.89251,156.683,197.5,11,2024,
HARDUAGANJ TPS,1265.0,193.75,0,0,0.0,0.0,0.0,193.75,160.735,364.44,11,2024,
INDIRA GANDHI STPP,1500.0,465.17400000000004,0,0,0.0,0.0,0.0,465.17400000000004,473.994,569.64,11,2024,
JAWAHARPUR STPP,660.0,220.865,0,0,0.0,0.0,0.0,220.865,204.45,99.28,11,2024,
KALISINDH TPS,1200.0,0,0,313.435,0.0,0.0,0.0,313.435,348.336,131.15,11,2024,
KHAMBARKHERA TPS,90.0,19.54,0,0,0.0,0.0,0.0,19.54,16.575,25.36,11,2024,
KOTA TPS,1240.0,584.68262,0,0,0.0,0.0,11.90634,596.58896,470.324,345.45,11,2024,
KUNDARKI TPS,90.0,15.808,0,0,0.0,0.0,0.0,15.808,6.348,31.71,11,2024,
LALITPUR TPS,1980.0,584.944,0,0,0.0,0.0,0.0,584.944,525.09,295.29,11,2024,
MAHATMA GANDHI TPS,1320.0,271.851,0,0,0.0,0.0,0.0,271.851,371.378,342.06,11,2024,
MAQSOODPUR TPS,90.0,15.886,0,0,0.0,0.0,0.0,15.886,16.64,14.92,11,2024,
MEJA STPP,1320.0,435.86400000000003,0,0,0.0,0.0,0.0,435.86400000000003,367.099,258.952,11,2024,
OBRA TPS,1660.0,462.49,0,0,0.0,0.0,0.0,462.49,457.26,219.64,11,2024,
PANIPAT TPS,710.0,301.64,0,0,0.0,0.0,0.0,301.64,229.836,339.17,11,2024,
PARICHHA TPS,920.0,397.689,0,0,0.0,0.0,0.0,397.689,304.753,244.78,11,2024,
PRAYAGRAJ TPP,1980.0,722.333,0,0,0.0,0.0,0.0,722.333,535.14,527.29,11,2024,
RAJIV GANDHI TPS,1200.0,354.414,0,0,0.0,0.0,0.0,354.414,168.536,609.242,11,2024,
RAJPURA TPP,1400.0,582.8797000000001,0,0,0.0,0.0,0.0,582.8797000000001,381.539,384.78,11,2024,
RIHAND STPS,3000.0,1360.88,0,0,0.0,0.0,0.0,1360.88,1292.537,489.93,11,2024,
ROPAR TPS,840.0,64.649,0,209.841,0.0,0.0,0.0,274.49,111.313,491.99,11,2024,
ROSA TPP Ph-I,1200.0,409.797,0,0,0.0,0.0,0.0,409.797,300.2,329.82,11,2024,
SHREE CEMENT LTD TPS,300.0,0,0,0,0.0,4.0,0.0,4.0,4.0,0.0,11,2024,
SINGRAULI STPS,2000.0,981.71,0,0,0.0,0.0,0.0,981.71,870.798,323.37,11,2024,
SURATGARH STPS,1320.0,212.72903,0,244.70637,0.0,0.0,0.0,457.43539999999996,404.178,156.62,11,2024,
SURATGARH TPS,1500.0,462.53999999999996,0,0,0.0,0.0,0.0,462.53999999999996,401.8649,256.63,11,2024,
TALWANDI SABO TPP,1980.0,449.505,0,0,0.0,0.0,0.0,449.505,425.021,260.87,11,2024,
TANDA TPS,1760.0,152.45999999999998,0,355.34,0.0,0.0,0.0,507.79999999999995,440.373,341.87,11,2024,
UNCHAHAR TPS,1550.0,493.64,4.12,198.29999999999998,0.0,0.0,0.0,696.06,522.973,321.59,11,2024,
UTRAULA TPS,90.0,31.925,0,0,0.0,0.0,0.0,31.925,17.423,37.28,11,2024,
YAMUNA NAGAR TPS,600.0,278.81100000000004,0,0,0.0,0.0,0.0,278.81100000000004,106.675,288.8,11,2024,
ADANI POWER LIMITED MUNDRA TPP - III,1980.0,0,0,0,0.0,591.471,0.0,591.471,559.716,126.61,11,2024,
ADANI POWER LIMITED MUNDRA TPP - I & II,2640.0,0,0,0,0.0,693.046,0.0,693.046,717.542,119.817,11,2024,
ADANI POWER LIMITED RAIGARH TPP,600.0,238.38299999999998,0,0,0.0,0.0,0.0,238.38299999999998,105.027,266.94,11,2024,
ADANI POWER LIMITED RAIPUR TPP,1370.0,374.658,0,0,0.0,0.0,64.583,439.241,274.886,212.92,11,2024,
ADANI POWER LIMITED TIRODA TPP,3300.0,1207.224,0,0,0.0,0.0,0.0,1207.224,1083.358,301.75,11,2024,
AKALTARA TPS,1800.0,491.5131,0,0,0.0,0.0,111.37273,602.88583,505.867,254.62,11,2024,
AMARKANTAK EXT TPS,210.0,88.974,0,0,0.0,0.0,0.0,88.974,90.355,54.052,11,2024,
AMRAVATI TPS,1350.0,459.09900000000005,0,0,0.0,0.0,0.0,459.09900000000005,508.375,176.38,11,2024,
ANUPPUR TPP,1250.0,352.07,0,0,116.68,0.0,0.0,468.75,482.98,66.54,11,2024,
BALCO TPS,600.0,115.845,0,0,104.08,0.0,0.0,219.925,218.57,1.36,11,2024,
BANDAKHAR TPP,300.0,82.838,0,0,8.882,0.0,0.0,91.72,146.287,111.28,11,2024,
BARADARHA TPS,1200.0,549.02446,0,0,0.0,0.0,0.0,549.02446,483.987,242.05,11,2024,
BELA TPS,270.0,89.359,0,0,18.109,0.0,0.0,107.46799999999999,110.59,80.31,11,2024,
BHILAI TPS,500.0,230.289,0,0,0.0,0.0,0.0,230.289,131.167,241.82,11,2024,
BHUSAWAL TPS,1210.0,562.8979999999999,38.195,0,0.0,27.214,0.0,628.307,451.21000000000004,619.031,11,2024,
BINA TPS,500.0,136.39999999999998,0,0,68.29,0.0,0.0,204.69,209.71,104.07,11,2024,
BINJKOTE TPP,600.0,20.273000000000003,0,0,121.78,0.0,54.82,196.873,263.98,7.61,11,2024,
CHAKABURA TPP,30.0,1.585,0,0,0.0,0.0,23.407,24.992,47.102,40.81,11,2024,
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,847.395,216.743,0,0.0,0.131,0.0,1064.269,1085.4660000000001,356.88,11,2024,
DAHANU TPS,500.0,167.566,0,0,0.0,0.0,0.0,167.566,164.334,34.830000000000005,11,2024,
DHARIWAL TPP,600.0,221.866,0,0,47.314,0.0,0.0,269.18,178.326,177.64,11,2024,
DSPM TPS,500.0,254.787,0,0,0.0,0.0,0.0,254.787,242.884,138.114,11,2024,
GADARWARA TPP,1600.0,213.18,65.17,198.67000000000002,0.0,0.0,3.92,480.94000000000005,556.979,257.12,11,2024,
GANDHI NAGAR TPS,630.0,179.21453,0,0,0.0,0.0,0.0,179.21453,16.388,294.25,11,2024,
GMR WARORA TPS,600.0,252.37,0,0,69.118,0.0,0.0,321.488,251.404,81.19,11,2024,
JSW RATNAGIRI TPP,300.0,0,0,0,0.0,100.0,0.0,100.0,71.18,67.78,11,2024,
KASAIPALLI TPP,270.0,38.1812,0,0,0.0,0.0,23.4132,61.59439999999999,155.33,18.93,11,2024,
KHAPARKHEDA TPS,1340.0,535.1990000000001,0,0,0.0,89.68,0.072,624.9510000000001,594.749,180.19,11,2024,
KHARGONE STPP,1320.0,204.41,45.22,157.38,0.0,0.0,32.47,439.48,466.937,133.527,11,2024,
KORADI TPS,2190.0,755.487,92.835,0,0.0,0.0,0.0,848.322,855.49,227.604,11,2024,
KORBA STPS,2600.0,1251.05,0,0,0.0,0.0,0.0,1251.05,1148.705,432.28,11,2024,
KORBA-WEST TPS,1340.0,458.857,0,0,0.0,0.0,0.0,458.857,533.535,79.82,11,2024,
LARA TPP,1600.0,564.33,0,0,0.0,0.0,0.0,564.33,665.448,487.28,11,2024,
MAHAN TPP,1200.0,158.632,0,0,0.0,0.0,299.057,457.689,328.021,287.06,11,2024,
MARWA TPS,1000.0,85.835,0,437.798,0.0,0.0,0.0,523.633,452.837,151.29,11,2024,
MAUDA TPS,2320.0,545.97,165.26,70.5,0.0,0.0,0.0,781.73,915.503,417.82,11,2024,
MUNDRA UMTPP,4000.0,0,0,0,0.0,671.441,0.0,671.441,1005.745,717.367,11,2024,
NASIK TPS,630.0,220.113,0,0,0.0,27.409,0.0,247.522,206.28900000000002,246.46,11,2024,
NAWAPARA TPP,600.0,254.78,0,0,0.0,0.0,0.0,254.78,228.93,161.51,11,2024,
NIGRI TPP,1320.0,0,0,367.9976,74.7427,0.0,0.0,442.7403,421.9006,147.6594,11,2024,
NIWARI TPP,90.0,11.105,0,0,0.0,0.0,15.834,26.939,22.372,69.83,11,2024,
OP JINDAL TPS,1000.0,100.72399999999999,0,235.34103,18.00833,0.0,23.45174,377.52509999999995,410.983,516.005,11,2024,
PARAS TPS,500.0,240.88400000000001,3.959,0,0.0,0.0,0.0,244.84300000000002,198.77,85.56,11,2024,
PARLI TPS,750.0,107.711,186.629,0,0.0,0.0,0.0,294.34,239.841,190.25,11,2024,
PATHADI TPP,600.0,315.185,0,0,0.0,0.0,0.0,315.185,243.214,168.11,11,2024,
RATIJA TPS,100.0,7.7,0,0,0.0,0.0,83.51,91.21000000000001,77.51,31.74,11,2024,
SABARMATI (D-F STATIONS),362.0,109.621,0,0,0.0,0.0,0.0,109.621,114.28999999999999,54.48,11,2024,
SALAYA TPP,1200.0,0,0,0,0.0,244.01,0.0,244.01,169.466,211.81,11,2024,
SANJAY GANDHI TPS,1340.0,542.227,0,0,0.0,0.0,0.0,542.227,478.5041,226.866,11,2024,
SASAN UMTPP,3960.0,0,0,1592.164,0.0,0.0,0.0,1592.164,1568.685,78.55,11,2024,
SATPURA TPS,1330.0,212.74421999999998,0,0,0.0,0.0,0.0,212.74421999999998,230.548,83.59,11,2024,
SEIONI TPP,600.0,157.898,0,0,149.161,0.0,0.0,307.05899999999997,246.011,110.91,11,2024,
SHIRPUR TPP,300.0,0,0,0,0.0,0.0,52.814,52.814,46.823,30.0,11,2024,
SHREE SINGAJI TPP,2520.0,783.813,0,0,0.0,0.0,0.0,783.813,958.111,338.65,11,2024,
SIPAT STPS,2980.0,1450.8899999999999,0,11.81,0.0,0.0,0.0,1462.6999999999998,1493.657,196.02,11,2024,
SOLAPUR STPS,1320.0,241.2,60.25,91.81,0.0,0.0,0.0,393.26,455.481,145.738,11,2024,
SVPL TPP,63.0,4.699,0,0,0.0,0.0,18.7605,23.4595,43.857,14.06,11,2024,
TAMNAR TPP,2400.0,518.979,0,753,0.0,0.0,0.0,1271.979,1188.881,256.32,11,2024,
TROMBAY TPS,750.0,0,0,0,0.0,64.17,0.0,64.17,71.262,237.39,11,2024,
UCHPINDA TPP,1440.0,291.695,0,0,86.599,0.0,94.441,472.735,366.049,532.69,11,2024,
UKAI TPS,1110.0,222.24589999999998,0,0,0.0,0.0,0.0,222.24589999999998,214.47,311.56,11,2024,
VINDHYACHAL STPS,4760.0,2162.39,0,0,0.0,0.0,0.0,2162.39,1941.578,978.27,11,2024,
WANAKBORI TPS,2270.0,437.80359999999996,0,0,0.0,0.0,0.0,437.80359999999996,286.636,582.38,11,2024,
WARDHA WARORA TPP,540.0,268.89,0,0,0.0,0.0,6.38,275.27,175.347,155.35,11,2024,
ADANI POWER ,1200.0,0,0,0,0.0,0.003,0.0,0.003,193.751,262.94,11,2024,
LIMITED UDUPI TPP,1200.0,0,0,0,0.0,0.003,0.0,0.003,193.751,262.94,11,2024,
BELLARY TPS,1700.0,104.55963,133.67791,353.64926,0.0,0.0,0.0,591.8868,531.48,383.8438,11,2024,
BHADRADRI TPP,1080.0,0,268.97,0,0.0,0.0,0.0,268.97,180.614,310.583,11,2024,
DAMODARAM SANJEEVAIAH TPS,2400.0,514.32158,0,0,0.0,0.0,0.0,514.32158,505.513,127.78,11,2024,
Dr. N.TATA RAO TPS,2560.0,810.303,178.69,0,0.0,0.0,0.0,988.9929999999999,1022.849,208.7,11,2024,
ITPCL TPP,1200.0,0,0,0,0.0,316.585,0.0,316.585,212.561,576.51,11,2024,
KAKATIYA TPS,1100.0,0,82.123,191.96,0.0,0.0,0.0,274.083,235.439,343.553,11,2024,
KOTHAGUDEM TPS (NEW),1000.0,0,467.654,0,0.0,0.0,0.0,467.654,371.27,357.415,11,2024,
KOTHAGUDEM TPS (STAGE-7),800.0,0,262.358,0,0.0,0.0,0.0,262.358,228.646,137.057,11,2024,
KUDGI STPP,2400.0,433.65,183.05,124.68,0.0,0.0,0.0,741.3800000000001,602.1560000000001,500.07,11,2024,
METTUR TPS,840.0,314.10499999999996,49.7198,0,0.0,0.0,0.0,363.8248,346.0418,175.23,11,2024,
METTUR TPS - II,600.0,243.82,19.1,0,0.0,0.0,0.0,262.92,2.5601000000000003,486.64,11,2024,
MUTHIARA TPP,1200.0,0,0,0,0.0,157.263,0.0,157.263,182.606,219.57,11,2024,
NORTH CHENNAI TPS,1830.0,509.511,0,0,0.0,0.0,0.0,509.511,598.744,567.457,11,2024,
NTPL TUTICORIN  TPP,1000.0,0,0,299.365,0.0,147.629,0.0,446.994,295.221,319.27,11,2024,
OPG Power Generation Private Limited,414.0,0,0,0,0.0,65.46391,0.0,65.46391,31.377,141.21,11,2024,
PAINAMPURAM TPP,1320.0,142.827,0,0,0.0,164.945,0.0,307.772,361.20500000000004,306.67,11,2024,
RAICHUR TPS,1720.0,214.103,248.75,0,0.0,0.0,0.0,462.853,487.871,402.08,11,2024,
RAMAGUNDEM STPS,2600.0,27.33,876.38,4.03,0.0,0.0,0.0,907.74,766.774,597.52,11,2024,
RAYALASEEMA TPS,1650.0,516.812,109.677,0,0.0,0.0,0.0,626.489,636.491,31.22,11,2024,
SGPL TPP,1320.0,314.77,0,0,0.0,172.898,0.0,487.668,505.324,437.57,11,2024,
SIMHADRI,2000.0,681.3599999999999,84.68,23.509999999999998,0.0,0.0,0.0,789.55,698.591,349.32,11,2024,
SIMHAPURI TPS,600.0,0,0,0,0.0,153.568,0.0,153.568,63.766,394.72,11,2024,
SINGARENI TPP,1200.0,0,538.874,0,0.0,0.0,0.0,538.874,447.888,245.56,11,2024,
TELANGANA STPP PH-1,1600.0,102.23,537.24,23.860000000000003,0.0,0.0,0.0,663.33,591.502,351.489,11,2024,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,29.39,0.0,29.39,29.39,0.0,11,2024,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,127.59,0.0,127.59,101.93,42.3,11,2024,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,155.94,0.0,155.94,148.4,20.36,11,2024,
TUTICORIN TPS,1050.0,381.43999999999994,0,0,0.0,0.0,73.6,455.03999999999996,545.911,339.36,11,2024,
VALLUR TPP,1500.0,536.804,0,0,0.0,0.0,0.0,536.804,586.055,83.81,11,2024,
VIZAG TPP,1040.0,293.41169,0,0,0.0,0.0,0.0,293.41169,294.51,78.4311,11,2024,
YERMARUS TPP,1600.0,0,45.03,0,0.0,0.0,0.0,45.03,104.887,330.12,11,2024,
BAKRESWAR TPS,1050.0,0,0,390.254,0.0,0.0,0.0,390.254,427.11,33.18,11,2024,
BANDEL TPS,270.0,0,0,100.312,0.0,0.0,0.0,100.312,114.558,6.22,11,2024,
BARAUNI TPS,710.0,38.69,0,188.08,0.0,0.0,0.0,226.77,204.882,57.47,11,2024,
BARH  STPS,2640.0,384.71000000000004,0,687.47,0.0,0.0,0.0,1072.18,948.846,435.84,11,2024,
BOKARO TPS `A` EXP,500.0,184.663,0,3.1,0.0,0.0,0.0,187.763,141.081,163.52,11,2024,
BUDGE BUDGE TPS,750.0,101.906,0,81.245,46.042,0.0,0.0,229.193,250.9769,84.12,11,2024,
CHANDRAPURA(DVC) TPS,500.0,105.808,0,157.195,0.0,0.0,0.0,263.003,205.661,166.85,11,2024,
DARLIPALI STPS,1600.0,0,0,769.3399999999999,0.0,0.0,0.0,769.3399999999999,816.564,348.61,11,2024,
DERANG TPP,1200.0,386.917,0,0,148.659,0.0,0.0,535.576,584.42,771.39,11,2024,
DISHERGARH TPP,12.0,3.944,0,0,0.0,0.0,0.0,3.944,5.969,2.72,11,2024,
D.P.L. TPS,550.0,80.2,0,88.8,0.0,0.0,0.0,169.0,188.0,19.49,11,2024,
DURGAPUR STEEL TPS,1000.0,356.98400000000004,0,6.841,0.0,0.0,0.0,363.82500000000005,358.392,148.46,11,2024,
FARAKKA STPS,2100.0,785.88,20.4,118.18,0.0,0.0,0.0,924.46,797.591,232.94,11,2024,
HALDIA TPP,600.0,246.896,0,0,0.0,0.0,0.0,246.896,250.884,174.37,11,2024,
HIRANMAYE TPP,300.0,150.325,0,0,0.0,0.0,0.0,150.325,113.567,46.22,11,2024,
IB VALLEY TPS,1740.0,167.085,0,601.72,0.0,0.0,0.0,768.8050000000001,812.837,314.0,11,2024,
JOJOBERA TPS,240.0,55.4178,0,0,0.0,0.0,66.353,121.7708,85.974,147.06,11,2024,
KAHALGAON TPS,2340.0,1165.9,0,11.17,0.0,0.0,0.0,1177.0700000000002,1034.408,418.27,11,2024,
KAMALANGA TPS,1050.0,317.26800000000003,0,0,154.686,0.0,0.0,471.95400000000006,421.843,290.45,11,2024,
KODARMA TPP,1000.0,352.247,0,80.32,0.0,0.0,0.0,432.567,385.286,239.43,11,2024,
KOLAGHAT TPS,840.0,0,0,290.31,0.0,0.0,0.0,290.31,300.872,17.9,11,2024,
MAHADEV PRASAD STPP,540.0,184.03199999999998,0,0,0.0,0.0,52.519,236.551,217.943,71.63,11,2024,
MAITHON RB TPP,1050.0,353.916,0,0,0.0,0.0,0.0,353.916,321.742,294.77,11,2024,
MEJIA TPS,2340.0,606.896,0,158.87,0.0,0.0,53.548,819.314,861.988,363.71,11,2024,
MUZAFFARPUR TPS,390.0,27.824,0,127.618,0.0,0.0,0.0,155.442,114.956,145.47,11,2024,
NABINAGAR STPP,1980.0,646.2349999999999,0,274.956,0.0,0.0,0.0,921.1909999999999,792.511,288.91,11,2024,
NABINAGAR TPP,1000.0,428.63952,0,0,0.0,0.0,0.0,428.63952,431.228,231.57,11,2024,
NORTH KARANPURA TPP,1320.0,453.84,0,218.06,0.0,0.0,0.0,671.9,705.263,387.694,11,2024,
RAGHUNATHPUR TPP,1200.0,361.95300000000003,0,7.893,0.0,0.0,44.385,414.231,383.409,209.22,11,2024,
SAGARDIGHI TPS,1600.0,0,0,648.74,0.0,0.0,0.0,648.74,713.9699,40.42,11,2024,
SANTALDIH TPS,500.0,0,0,178.72,0.0,0.0,0.0,178.72,212.836,22.98,11,2024,
SOUTHERN REPL. TPS,135.0,4.004,0,0,0.0,0.0,0.0,4.004,0.702,45.6,11,2024,
TALCHER STPS,3000.0,1293.69,0,81.71000000000001,0.0,0.0,0.0,1375.4,1523.813,195.79,11,2024,
TENUGHAT TPS,420.0,121.95,0,0,0.0,0.0,0.0,121.95,149.31,75.58,11,2024,
UTKAL TPP (IND BARATH),350.0,21.1372,0,0,0.0,0.0,0.0,21.1372,16.4998,17.1,11,2024,
VEDANTA TPP,600.0,10.85,0,0,0.0,0.0,0.0,10.85,105.97,95.76,11,2024,
BONGAIGAON TPP,750.0,106.76,0,177.75,0.0,0.0,0.0,284.51,212.7,176.42,11,2024,
ADANI POWER LIMITED KAWAI TPP,1320.0,296.811,0,0,0.0,95.027,0.0,391.83799999999997,429.41400000000004,286.73,12,2024,
ANPARA C TPS,1200.0,508.275,0,0,0.0,0.0,0.0,508.275,455.969,239.16,12,2024,
ANPARA TPS,2630.0,914.937,0,0,0.0,0.0,0.0,914.937,673.887,876.13,12,2024,
BARKHERA TPS,90.0,16.18,0,0,0.0,0.0,0.0,16.18,1.2,45.46,12,2024,
CHHABRA-II TPP,1320.0,122.28837999999999,0,408.49421,0.0,0.0,0.0,530.78259,450.8145,206.53,12,2024,
CHHABRA-I PH-1 TPP,500.0,32.1447,0,0,0.0,0.0,0.0,32.1447,201.3219,100.6036,12,2024,
CHHABRA-I PH-2 TPP,500.0,350.4701,0,7.9338,0.0,0.0,0.0,358.4039,179.9426,89.6314,12,2024,
DADRI (NCTPP),1820.0,506.42,0,244.12,0.0,0.0,0.0,750.54,567.908,348.953,12,2024,
GH TPS (LEH.MOH.),920.0,60.221,0,244.167,0.0,0.0,0.062,304.45,261.574,414.22,12,2024,
GOINDWAL SAHIB TPP,540.0,0,0,203.7415,0.0,0.0,0.0,203.7415,151.2211,250.02,12,2024,
HARDUAGANJ TPS,1265.0,219.79000000000002,0,0,0.0,0.0,0.0,219.79000000000002,96.8,487.43,12,2024,
INDIRA GANDHI STPP,1500.0,533.0120000000001,0,0,0.0,0.0,0.0,533.0120000000001,493.289,606.021,12,2024,
JAWAHARPUR STPP,1320.0,208.836,0,0,0.0,0.0,0.0,208.836,149.61,158.51,12,2024,
KALISINDH TPS,1200.0,89.858,0,468.824,0.0,0.0,0.0,558.682,453.315,236.52,12,2024,
KHAMBARKHERA TPS,90.0,22.5,0,0,0.0,0.0,0.0,22.5,15.175,32.5,12,2024,
KOTA TPS,1240.0,505.05052,0,0,0.0,0.0,7.9674,513.01792,492.2514,366.16,12,2024,
KUNDARKI TPS,90.0,23.378,0,0,0.0,0.0,0.0,23.378,11.81,43.1,12,2024,
LALITPUR TPS,1980.0,676.1080000000001,0,0,0.0,0.0,0.0,676.1080000000001,653.744,312.2,12,2024,
MAHATMA GANDHI TPS,1320.0,316.275,0,0,0.0,0.0,0.0,316.275,336.698,321.64,12,2024,
MAQSOODPUR TPS,90.0,23.207,0,0,0.0,0.0,0.0,23.207,9.184,28.75,12,2024,
MEJA STPP,1320.0,518.0317,0,27.561,0.0,0.0,0.0,545.5927,510.326,301.8,12,2024,
